GUA H1' GUA C1' 3.23552550378344 -3
GUA H1' GUA C2' 5.20405867738243 -3
GUA H1' GUA C3' -0.0641911061052159 -3
GUA H1' GUA C4' -2.99602619056283 -3
GUA H1' GUA C5' -0.696689989950496 -3
GUA H1' GUA P 0.757481808795011 -3
GUA H1' GUA O5' -7.28496511329958 -3
GUA H1' GUA O3' -9.14939243564632 -3
GUA H1' GUA C2 5.97648984062937 -3
GUA H1' GUA C4 6.59831164954624 -3
GUA H1' GUA C5 11.9833864532764 -3
GUA H1' GUA C6 4.80024419704344 -3
GUA H1' GUA C8 -0.105807887095239 -3
GUA H1' GUA N1 5.8502503069271 -3
GUA H1' GUA N2 -3.98103568134319 -3
GUA H1' GUA N3 -10.3175489499745 -3
GUA H1' GUA N7 3.40258939712377 -3
GUA H1' GUA N9 -3.38437059077853 -3
GUA H1' GUA O6 -10.4412286154169 -3
GUA H1' ADE C1' -13.06362361534 -3
GUA H1' ADE C2' 4.42152659572555 -3
GUA H1' ADE C3' 3.17211965750113 -3
GUA H1' ADE C4' -5.84975143739251 -3
GUA H1' ADE C5' -2.47941003711489 -3
GUA H1' ADE P -1.85289475778083 -3
GUA H1' ADE O5' -0.755220605176153 -3
GUA H1' ADE O3' 0.491657990472233 -3
GUA H1' ADE C2 3.18494078866086 -3
GUA H1' ADE C4 22.843027684612 -3
GUA H1' ADE C5 24.1583320452116 -3
GUA H1' ADE C6 8.35486940273901 -3
GUA H1' ADE C8 3.09741572796353 -3
GUA H1' ADE N1 -5.41331567886867 -3
GUA H1' ADE N3 -13.5619657908672 -3
GUA H1' ADE N6 -11.4487491568021 -3
GUA H1' ADE N7 -11.4514057123847 -3
GUA H1' ADE N9 8.09714236555699 -3
GUA H1' URA C1' 1.24027063752291 -3
GUA H1' URA C2' -0.813311957584042 -3
GUA H1' URA C3' -1.1885791983469 -3
GUA H1' URA C4' 0.219504991671194 -3
GUA H1' URA C5' 2.42248345654091 -3
GUA H1' URA P -6.68950644312436 -3
GUA H1' URA O5' -0.766937130037887 -3
GUA H1' URA O3' -2.52558972359223 -3
GUA H1' URA C2 -0.468710313829383 -3
GUA H1' URA C4 0.711785614581358 -3
GUA H1' URA C5 0.298977361634436 -3
GUA H1' URA C6 0.479052443458387 -3
GUA H1' URA N1 1.30989837528956 -3
GUA H1' URA N3 -0.791908884057843 -3
GUA H1' URA O4 -2.09382979294421 -3
GUA H1' CYT C1' -1.30156696224415 -3
GUA H1' CYT C2' 0.0448702557480593 -3
GUA H1' CYT C3' 0.705767921214101 -3
GUA H1' CYT C4' -0.0624319608308082 -3
GUA H1' CYT C5' 1.22258831575573 -3
GUA H1' CYT P 0.297049135845495 -3
GUA H1' CYT O5' 1.14599692063116 -3
GUA H1' CYT O3' 0.451480717130779 -3
GUA H1' CYT C2 -1.05519017050339 -3
GUA H1' CYT C4 0.587575492436467 -3
GUA H1' CYT C5 -0.470486875807505 -3
GUA H1' CYT C6 -0.235880467864252 -3
GUA H1' CYT N1 0.114692197531744 -3
GUA H1' CYT N3 0.530729650113398 -3
GUA H1' CYT N4 -0.0395732779559067 -3
GUA H1' CYT O2 -1.98951266331344 -3
ADE H1' GUA C1' -8.98923732580436 -3
ADE H1' GUA C2' -1.01763613993998 -3
ADE H1' GUA C3' 0.330221319648995 -3
ADE H1' GUA C4' -3.72958690244588 -3
ADE H1' GUA C5' 1.90240345537325 -3
ADE H1' GUA P 0.180086502044321 -3
ADE H1' GUA O5' -0.419476535013375 -3
ADE H1' GUA O3' 0.506410129181416 -3
ADE H1' GUA C2 2.8884485780185 -3
ADE H1' GUA C4 4.43735468828525 -3
ADE H1' GUA C5 5.85867754706531 -3
ADE H1' GUA C6 1.85012912859394 -3
ADE H1' GUA C8 2.65938839960879 -3
ADE H1' GUA N1 3.06679720468527 -3
ADE H1' GUA N2 -2.10704680857167 -3
ADE H1' GUA N3 -3.83113955138862 -3
ADE H1' GUA N7 2.3880866182454 -3
ADE H1' GUA N9 2.05897274945097 -3
ADE H1' GUA O6 -4.84787565780533 -3
ADE H1' ADE C1' 4.68747290019446 -3
ADE H1' ADE C2' 4.45712269614492 -3
ADE H1' ADE C3' -2.27321210616601 -3
ADE H1' ADE C4' -4.1339251527421 -3
ADE H1' ADE C5' -2.71955035341635 -3
ADE H1' ADE P -4.63006584748284 -3
ADE H1' ADE O5' -5.11226572488687 -3
ADE H1' ADE O3' -7.47880775763532 -3
ADE H1' ADE C2 4.04773643774689 -3
ADE H1' ADE C4 6.41502287487502 -3
ADE H1' ADE C5 17.5362953252036 -3
ADE H1' ADE C6 9.67443414977999 -3
ADE H1' ADE C8 7.54521743036615 -3
ADE H1' ADE N1 2.28444249964737 -3
ADE H1' ADE N3 -9.8847054741259 -3
ADE H1' ADE N6 -9.33578381234291 -3
ADE H1' ADE N7 -15.7440654783592 -3
ADE H1' ADE N9 3.83391386527378 -3
ADE H1' URA C1' -2.23525732096033 -3
ADE H1' URA C2' -1.24053446849394 -3
ADE H1' URA C3' 0.696766208743396 -3
ADE H1' URA C4' -0.941416842060587 -3
ADE H1' URA C5' 1.84817909571509 -3
ADE H1' URA P 0.0611092912865493 -3
ADE H1' URA O5' -7.88575983222102 -3
ADE H1' URA O3' -0.678527506870194 -3
ADE H1' URA C2 -3.0729227581441 -3
ADE H1' URA C4 -0.0353569539168671 -3
ADE H1' URA C5 1.69161571016467 -3
ADE H1' URA C6 1.93119053239255 -3
ADE H1' URA N1 0.0824428328070189 -3
ADE H1' URA N3 -2.68589899795062 -3
ADE H1' URA O4 -5.43595360278488 -3
ADE H1' CYT C1' -4.92396024236833 -3
ADE H1' CYT C2' -3.23019506926415 -3
ADE H1' CYT C3' -0.702200678436031 -3
