H1' URA 0.352936867849773
H1' URA 0.36322166898353
H1' URA 0.335449445337234
H1' URA 0.378777326638436
H2' URA 0.363165558473569
H2' URA 0.391306189792981
H2' URA 0.342780701367588
H2' URA 0.40579999987863
H3' URA 0.303813647270001
H3' URA 0.346118440111605
H3' URA 0.285077300812442
H3' URA 0.305471233009193
H4' URA 0.296738071388898
H4' URA 0.346487148882006
H4' URA 0.324101199698715
H4' URA 0.30449626938291
H5' URA 0.334042430709018
H5' URA 0.401520721378594
H5' URA 0.37649858389461
H5' URA 0.395096343935545
H5'' URA 0.314014850196694
H5'' URA 0.350616820029736
H5'' URA 0.301935876791571
H5'' URA 0.358465026721104
H2 URA 0.374274158039557
H5 URA 0.360119970286259
H5 URA 0.389460878246338
H6 URA 0.293970818326996
H6 URA 0.385423163247566
H8 URA 0.313841508949115
H8 URA 0.337449212456543
C1' URA 2.73225897753286
C1' URA 3.25671213763781
C1' URA 2.77881965337139
C1' URA 3.21999499995053
C2' URA 1.67644308460394
C2' URA 1.90826903063047
C2' URA 1.92227096371333
C2' URA 1.87544024252999
C3' URA 3.12334368330229
C3' URA 3.5541584793175
C3' URA 3.09954315603012
C3' URA 3.36217780833766
C4' URA 2.66860851881907
C4' URA 3.10889817783855
C4' URA 2.50686989114768
C4' URA 3.10974344490605
C5' URA 2.99764680058765
C5' URA 3.15587138152334
C5' URA 2.76655601793524
C5' URA 3.12874744539809
C2 URA 1.06617324431275
C2 URA 1.75959454547842
C2 URA 0.891985642829485
C2 URA 1.31873505784121
C5 URA 1.98985911027429
C5 URA 1.85212904256129
C5 URA 2.76451154861421
C5 URA 2.83667241336036
C6 URA 1.12155563990504
C6 URA 1.16760167890273
C6 URA 2.35059574963105
C6 URA 2.56047640280644
C8 URA 2.38188011524358
C8 URA 2.4612641813955
N1 URA 3.56424514359518
N1 URA 7.62643077762598
N1 URA 3.64900454187177
N1 URA 4.02233426596872
N3 URA 4.68960873723762
N3 URA 5.53562552411293
N3 URA 6.79146833647347
N3 URA 4.14346356895526
H1 URA 0.865939105000064
H1 URA 0.92071917187098
H3 URA 0.861249943306488
